,county,jurisdiction,state
2946,WYOMING COUNTY,WYOMING,NEW YORK
2947,HENRY COUNTY,HENRY,MISSOURI
2948,TODD COUNTY,TODD,MINNESOTA
2949,HICKORY COUNTY,HICKORY,MISSOURI
2950,GALLATIN COUNTY,GALLATIN,ILLINOIS
2951,HOLT COUNTY,HOLT,MISSOURI
2952,JOHNSON COUNTY,JOHNSON,KENTUCKY
2953,HOWARD COUNTY,HOWARD,MISSOURI
2954,FAIRFIELD COUNTY,WILTON,CONNECTICUT
2955,FAIRFIELD COUNTY,TRUMBULL,CONNECTICUT
2956,HYDE COUNTY,HYDE,NORTH CAROLINA
2957,MONROE COUNTY,MONROE,GEORGIA
2958,IRON COUNTY,IRON,MISSOURI
2959,CUYAHOGA COUNTY,CUYAHOGA,OHIO
2960,ALPENA COUNTY,ALPENA,MICHIGAN
2961,BELKNAP COUNTY,SANBORNTON,NEW HAMPSHIRE
2962,REDWOOD COUNTY,REDWOOD,MINNESOTA
2963,JACKSON COUNTY,JACKSON,MISSOURI
2964,RICHLAND COUNTY,RICHLAND,OHIO
2965,JACKSON COUNTY,JACKSON,NORTH CAROLINA
2966,KEWEENAW COUNTY,KEWEENAW,MICHIGAN
2967,SCOTT COUNTY,SCOTT,MINNESOTA
2968,BRADLEY COUNTY,BRADLEY COUNTY,ARKANSAS
2969,LEE COUNTY,LEE,KENTUCKY
2970,JONES COUNTY,JONES,MISSISSIPPI
2971,JOHNSON COUNTY,JOHNSON,MISSOURI
2972,JONES COUNTY,JONES,NORTH CAROLINA
2973,ELKHART COUNTY,ELKHART,INDIANA
2974,OGLE COUNTY,OGLE,ILLINOIS
2975,KNOX COUNTY,KNOX,MISSOURI
2976,RENSSELAER COUNTY,RENSSELAER,NEW YORK
2977,LAMAR COUNTY,LAMAR,ALABAMA
2978,BARBER COUNTY,BARBER,KANSAS
2979,LAWRENCE COUNTY,LAWRENCE,MISSOURI
2980,LEE COUNTY,LEE,ALABAMA
2981,CARLTON COUNTY,CARLTON,MINNESOTA
2982,BECKER COUNTY,BECKER,MINNESOTA
2983,BUCHANAN COUNTY,BUCHANAN,IOWA
2984,TAZEWELL COUNTY,TAZEWELL,ILLINOIS
2985,OTSEGO COUNTY,OTSEGO,NEW YORK
2986,JACKSON COUNTY,JACKSON,ILLINOIS
2987,OCEAN COUNTY,OCEAN,NEW JERSEY
2988,MIDDLESEX COUNTY,MIDDLEFIELD,CONNECTICUT
2989,LEWIS COUNTY,LEWIS,MISSOURI
2990,LIMESTONE COUNTY,LIMESTONE,ALABAMA
2991,VERMILION COUNTY,VERMILION,ILLINOIS
2992,BARTHOLOMEW COUNTY,BARTHOLOMEW,INDIANA
2993,LINN COUNTY,LINN,MISSOURI
2994,LOWNDES COUNTY,LOWNDES,ALABAMA
2995,MACON COUNTY,MACON,ALABAMA
2996,MACON COUNTY,MACON,MISSOURI
2997,JONES COUNTY,JONES,GEORGIA
2998,PENNINGTON COUNTY,PENNINGTON,MINNESOTA
2999,WASHINGTON COUNTY,WASHINGTON,GEORGIA
3000,NOXUBEE COUNTY,NOXUBEE,MISSISSIPPI
3001,CARROLL COUNTY,CARROLL,GEORGIA
3002,YELLOW MEDICINE COUNTY,YELLOW MEDICINE,MINNESOTA
3003,OUACHITA COUNTY,OUACHITA COUNTY,ARKANSAS
3004,,YATES,NEW YORK
3005,MADISON COUNTY,MADISON,MISSOURI
3006,MARENGO COUNTY,MARENGO,ALABAMA
3007,MARION COUNTY,MARION,ALABAMA
3008,MARTIN COUNTY,MARTIN,NORTH CAROLINA
3009,MCDONALD COUNTY,MCDONALD,MISSOURI
3010,STRAFFORD COUNTY,MIDDLETON,NEW HAMPSHIRE
3011,WOOD COUNTY,WOOD,OHIO
3012,MILLER COUNTY,MILLER,MISSOURI
3013,MISSISSIPPI COUNTY,MISSISSIPPI,MISSOURI
3014,MONITEAU COUNTY,MONITEAU,MISSOURI
3015,ROCKINGHAM COUNTY,SANDOWN,NEW HAMPSHIRE
3016,HARDEMAN COUNTY,HARDEMAN,TENNESSEE
3017,MONTGOMERY COUNTY,MONTGOMERY,MISSOURI
3018,JACKSON COUNTY,JACKSON,MICHIGAN
3019,ORANGE COUNTY,ORANGE,NEW YORK
3020,MORGAN COUNTY,MORGAN,ALABAMA
3021,PINE COUNTY,PINE,MINNESOTA
3022,MORGAN COUNTY,MORGAN,MISSOURI
3023,NASH COUNTY,NASH,NORTH CAROLINA
3024,NEW MADRID COUNTY,NEW MADRID,MISSOURI
3025,NEWTON COUNTY,NEWTON,MISSOURI
3026,ALEXANDER COUNTY,ALEXANDER,ILLINOIS
3027,NEZ PERCE COUNTY,NEZ PERCE,IDAHO
3028,SANDUSKY COUNTY,SANDUSKY,OHIO
3029,NODAWAY COUNTY,NODAWAY,MISSOURI
3030,ONSLOW COUNTY,ONSLOW,NORTH CAROLINA
3031,OREGON COUNTY,OREGON,MISSOURI
3032,SANILAC COUNTY,SANILAC,MICHIGAN
3033,CRAWFORD COUNTY,CRAWFORD,OHIO
3034,CARROLL COUNTY,SANDWICH,NEW HAMPSHIRE
3035,DEKALB COUNTY,DEKALB,ILLINOIS
3036,MADISON COUNTY,MADISON,NORTH CAROLINA
3037,NEWPORT COUNTY,MIDDLETOWN,RHODE ISLAND
3038,MARION COUNTY,MARION,MISSISSIPPI
3039,OWSLEY COUNTY,OWSLEY,KENTUCKY
3040,OZARK COUNTY,OZARK,MISSOURI
3041,PEMISCOT COUNTY,PEMISCOT,MISSOURI
3042,PERQUIMANS COUNTY,PERQUIMANS,NORTH CAROLINA
3043,PERRY COUNTY,PERRY,ALABAMA
3044,PERRY COUNTY,PERRY,MISSOURI
3045,CARROLL COUNTY,CARROLL COUNTY,MARYLAND
3046,PICKENS COUNTY,PICKENS,ALABAMA
3047,GRANT COUNTY,GRANT,MINNESOTA
3048,PIKE COUNTY,PIKE,MISSOURI
3049,PIATT COUNTY,PIATT,ILLINOIS
3050,POLK COUNTY,POLK,MISSOURI
3051,CASS COUNTY,CASS,ILLINOIS
3052,ONEIDA COUNTY,ONEIDA,NEW YORK
3053,PULASKI COUNTY,PULASKI,MISSOURI
3054,PUTNAM COUNTY,PUTNAM,MISSOURI
3055,DE WITT COUNTY,DEWITT,ILLINOIS
3056,RALLS COUNTY,RALLS,MISSOURI
3057,RANDOLPH COUNTY,RANDOLPH,ALABAMA
3058,RANDOLPH COUNTY,RANDOLPH,MISSOURI
3059,RAY COUNTY,RAY,MISSOURI
3060,REYNOLDS COUNTY,REYNOLDS,MISSOURI
3061,SANTA CRUZ COUNTY,SANTA CRUZ,ARIZONA
3062,MAURY COUNTY,MAURY,TENNESSEE
3063,PAWNEE COUNTY,PAWNEE,KANSAS
3064,SHERBURNE COUNTY,SHERBURNE,MINNESOTA
3065,ELMORE COUNTY,ELMORE,ALABAMA
3066,MCINTOSH COUNTY,MCINTOSH,GEORGIA
3067,CONTRA COSTA COUNTY,CONTRA COSTA,CALIFORNIA
3068,TATE COUNTY,TATE,MISSISSIPPI
3069,LITCHFIELD COUNTY,NEW MILLFORD,CONNECTICUT
3070,CLINTON COUNTY,CLINTON,NEW YORK
3071,UNION COUNTY,UNION COUNTY,ARKANSAS
3072,HEMPSTEAD COUNTY,HEMPSTEAD COUNTY,ARKANSAS
3073,MARSHALL COUNTY,MARSHALL,ILLINOIS
3074,SARATOGA COUNTY,SARATOGA,NEW YORK
3075,RUSSELL COUNTY,RUSSELL,ALABAMA
3076,GRUNDY COUNTY,GRUNDY,ILLINOIS
3077,SAMPSON COUNTY,SAMPSON,NORTH CAROLINA
3078,BEN HILL COUNTY,BEN HILL,GEORGIA
3079,CARROLL COUNTY,CARROLL,OHIO
3080,DAWSON COUNTY,DAWSON,GEORGIA
3081,GRAHAM COUNTY,GRAHAM,NORTH CAROLINA
3082,NEVADA COUNTY,NEVADA COUNTY,ARKANSAS
3083,HARLAN COUNTY,HARLAN,NEBRASKA
3084,HUNTERDON COUNTY,HUNTERDON,NEW JERSEY
3085,SCOTT COUNTY,SCOTT,MISSOURI
3086,SHANNON COUNTY,SHANNON,MISSOURI
3087,SHELBY COUNTY,SHELBY,MISSOURI
3088,ST. CLAIR COUNTY,STCLAIR,ALABAMA
3089,LAWRENCE COUNTY,LAWRENCE,MISSISSIPPI
3090,PANOLA COUNTY,PANOLA,MISSISSIPPI
3091,GRAND TRAVERSE COUNTY,GD. TRAVERSE,MICHIGAN
3092,MORRILL COUNTY,MORRILL,NEBRASKA
3093,STONE COUNTY,STONE,MISSOURI
3094,SULLIVAN COUNTY,SULLIVAN,MISSOURI
3095,SUMTER COUNTY,SUMTER,ALABAMA
3096,ELLIS COUNTY,ELLIS,KANSAS
3097,TALLADEGA COUNTY,TALLADEGA,ALABAMA
3098,PRENTISS COUNTY,PRENTISS,MISSISSIPPI
3099,JACKSON COUNTY,JACKSON,MINNESOTA
3100,HOWARD COUNTY,HOWARD,IOWA
3101,JEFFERSON COUNTY,JEFFERSON,KANSAS
3102,ERIE COUNTY,ERIE,NEW YORK
3103,BURKE COUNTY,BURKE,GEORGIA
3104,LAFAYETTE COUNTY,LAFAYETTE COUNTY,ARKANSAS
3105,MOWER COUNTY,MOWER,MINNESOTA
3106,DOUGLAS COUNTY,DOUGLAS,ILLINOIS
3107,COOS COUNTY,SARGENT'S PURCHASE,NEW HAMPSHIRE
3108,STEARNS COUNTY,STEARNS,MINNESOTA
3109,BENTON COUNTY,BENTON,MINNESOTA
3110,WASHINGTON COUNTY,WASHINGTON,ALABAMA
3111,WASHINGTON COUNTY,WASHINGTON,MISSOURI
3112,WASHINGTON COUNTY,WASHINGTON,NORTH CAROLINA
3113,WAYNE COUNTY,WAYNE,MISSOURI
3114,WEBSTER COUNTY,WEBSTER,MISSOURI
3115,WILCOX COUNTY,WILCOX,ALABAMA
3116,WILSON COUNTY,WILSON,NORTH CAROLINA
3117,WRIGHT COUNTY,WRIGHT,MISSOURI
3118,YADKIN COUNTY,YADKIN,NORTH CAROLINA
3119,CUMBERLAND COUNTY,CUMBERLAND,NORTH CAROLINA
3120,FRANKLIN COUNTY,FRANKLIN,ALABAMA
3121,ELMORE COUNTY,ELMORE,IDAHO
3122,TWIN FALLS COUNTY,TWIN FALLS,IDAHO
3123,LATAH COUNTY,LATAH,IDAHO
3124,JOHNSTON COUNTY,JOHNSTON,NORTH CAROLINA
3125,NORTHAMPTON COUNTY,NORTHAMPTON,NORTH CAROLINA
3126,WRIGHT COUNTY,WRIGHT,MINNESOTA
3127,TERRELL COUNTY,TERRELL,GEORGIA
3128,MERRICK COUNTY,MERRICK,NEBRASKA
3129,HASKELL COUNTY,HASKELL,KANSAS
3130,MIDLAND COUNTY,MIDLAND,MICHIGAN
3131,KEMPER COUNTY,KEMPER,MISSISSIPPI
3132,LEWIS COUNTY,LEWIS,KENTUCKY
3133,GLYNN COUNTY,GLYNN,GEORGIA
3134,BROWN COUNTY,BROWN (VOTE CENTER),SOUTH DAKOTA
3135,HUGHES COUNTY,HUGHES (VOTE CENTER),SOUTH DAKOTA
3136,POTTER COUNTY,POTTER (VOTE CENTER),SOUTH DAKOTA
3137,FAIRFIELD COUNTY,WESTPORT,CONNECTICUT
3138,ULSTER COUNTY,ULSTER,NEW YORK
3139,SULLY COUNTY,SULLY (VOTE CENTER),SOUTH DAKOTA
3140,YANKTON COUNTY,YANKTON (VOTE CENTER),SOUTH DAKOTA
3141,ANTELOPE COUNTY,ANTELOPE,NEBRASKA
3142,ARTHUR COUNTY,ARTHUR,NEBRASKA
3143,BANNER COUNTY,BANNER,NEBRASKA
3144,BLAINE COUNTY,BLAINE,NEBRASKA
3145,BOX BUTTE COUNTY,BOX BUTTE,NEBRASKA
3146,BOYD COUNTY,BOYD,NEBRASKA
3147,BROWN COUNTY,BROWN,NEBRASKA
3148,BURT COUNTY,BURT,NEBRASKA
3149,BUTLER COUNTY,BUTLER,NEBRASKA
3150,CEDAR COUNTY,CEDAR,NEBRASKA
3151,CHASE COUNTY,CHASE,NEBRASKA
3152,CHEYENNE COUNTY,CHEYENNE,NEBRASKA
3153,CLAY COUNTY,CLAY,NEBRASKA
3154,COLFAX COUNTY,COLFAX,NEBRASKA
3155,CUMING COUNTY,CUMING,NEBRASKA
3156,DAWES COUNTY,DAWES,NEBRASKA
3157,HUMPHREYS COUNTY,HUMPHREYS,MISSISSIPPI
3158,IRON COUNTY,IRON,UTAH
3159,JASPER COUNTY,JASPER,MISSISSIPPI
3160,LAMAR COUNTY,LAMAR,MISSISSIPPI
3161,LINCOLN COUNTY,LINCOLN,GEORGIA
3162,WILKINSON COUNTY,WILKINSON,GEORGIA
3163,WASATCH COUNTY,WASATCH,UTAH
3164,DAWSON COUNTY,DAWSON,NEBRASKA
3165,DEUEL COUNTY,DEUEL,NEBRASKA
3166,COTTONWOOD COUNTY,COTTONWOOD,MINNESOTA
3167,MADISON COUNTY,MADISON,OHIO
3168,DIXON COUNTY,DIXON,NEBRASKA
3169,NATRONA COUNTY,NATRONA,WYOMING
3170,ASHLAND COUNTY,ASHLAND,OHIO
3171,PIKE COUNTY,PIKE,OHIO
3172,ALCONA COUNTY,ALCONA,MICHIGAN
3173,DUNDY COUNTY,DUNDY,NEBRASKA
3174,CARBON COUNTY,CARBON,UTAH
3175,FILLMORE COUNTY,FILLMORE,NEBRASKA
3176,AMITE COUNTY,AMITE,MISSISSIPPI
3177,FRANKLIN COUNTY,FRANKLIN,NEBRASKA
3178,FRONTIER COUNTY,FRONTIER,NEBRASKA
3179,FURNAS COUNTY,FURNAS,NEBRASKA
3180,GAGE COUNTY,GAGE,NEBRASKA
3181,GARDEN COUNTY,GARDEN,NEBRASKA
3182,GRANT COUNTY,GRANT,NEBRASKA
3183,WAYNE COUNTY,WAYNE,NEW YORK
3184,LOUP COUNTY,LOUP,NEBRASKA
3185,WARD COUNTY,WARD,NORTH DAKOTA
3186,MILLE LACS COUNTY,MILLE LACS,MINNESOTA
3187,HALL COUNTY,HALL,NEBRASKA
3188,HAMILTON COUNTY,HAMILTON,NEBRASKA
3189,COOS COUNTY,MILAN,NEW HAMPSHIRE
3190,FAIRFIELD COUNTY,NEW CANAAN,CONNECTICUT
3191,DODGE COUNTY,DODGE,GEORGIA
3192,HAYES COUNTY,HAYES,NEBRASKA
3193,TELFAIR COUNTY,TELFAIR,GEORGIA
3194,HITCHCOCK COUNTY,HITCHCOCK,NEBRASKA
3195,HOOKER COUNTY,HOOKER,NEBRASKA
3196,HOWARD COUNTY,HOWARD,NEBRASKA
3197,LOWNDES COUNTY,LOWNDES,MISSISSIPPI
3198,JEFFERSON COUNTY,JEFFERSON,NEBRASKA
3199,JOHNSON COUNTY,JOHNSON,NEBRASKA
3200,KEARNEY COUNTY,KEARNEY,NEBRASKA
3201,KEITH COUNTY,KEITH,NEBRASKA
3202,KEYA PAHA COUNTY,KEYA PAHA,NEBRASKA
3203,KNOX COUNTY,KNOX,NEBRASKA
3204,LINCOLN COUNTY,LINCOLN,NEBRASKA
3205,LOGAN COUNTY,LOGAN,NEBRASKA
3206,MCPHERSON COUNTY,MCPHERSON,NEBRASKA
3207,NANCE COUNTY,NANCE,NEBRASKA
3208,NUCKOLLS COUNTY,NUCKOLLS,NEBRASKA
3209,OTOE COUNTY,OTOE,NEBRASKA
3210,PAWNEE COUNTY,PAWNEE,NEBRASKA
3211,PERKINS COUNTY,PERKINS,NEBRASKA
3212,PHELPS COUNTY,PHELPS,NEBRASKA
3213,PIERCE COUNTY,PIERCE,NEBRASKA
3214,CLARK COUNTY,CLARK COUNTY,ARKANSAS
3215,CHIPPEWA COUNTY,CHIPPEWA,MINNESOTA
3216,POLK COUNTY,POLK,NEBRASKA
3217,RED WILLOW COUNTY,RED WILLOW,NEBRASKA
3218,SALINE COUNTY,SALINE,ILLINOIS
3219,GILMER COUNTY,GILMER,GEORGIA
3220,NEOSHO COUNTY,NEOSHO,KANSAS
3221,CHASE COUNTY,CHASE,KANSAS
3222,NEW HAVEN COUNTY,EAST HAVEN,CONNECTICUT
3223,MONTGOMERY COUNTY,MONTGOMERY,ILLINOIS
3224,TATTNALL COUNTY,TATTNALL,GEORGIA
3225,SHERIDAN COUNTY,SHERIDAN,NEBRASKA
3226,HARTFORD COUNTY,EAST GRANBY,CONNECTICUT
3227,KENT COUNTY,KENT,MICHIGAN
3228,ROCK COUNTY,ROCK,NEBRASKA
3229,SARPY COUNTY,SARPY,NEBRASKA
3230,SAUNDERS COUNTY,SAUNDERS,NEBRASKA
3231,SCOTTS BLUFF COUNTY,SCOTTS BLUFF,NEBRASKA
3232,SHERMAN COUNTY,SHERMAN,NEBRASKA
3233,SIOUX COUNTY,SIOUX,NEBRASKA
3234,STANTON COUNTY,STANTON,NEBRASKA
3235,THAYER COUNTY,THAYER,NEBRASKA
3236,THOMAS COUNTY,THOMAS,NEBRASKA
3237,THURSTON COUNTY,THURSTON,NEBRASKA
3238,VALLEY COUNTY,VALLEY,NEBRASKA
3239,WASHINGTON COUNTY,WASHINGTON,NEBRASKA
3240,WAYNE COUNTY,WAYNE,NEBRASKA
3241,SAN BERNARDINO COUNTY,SAN BERNARDINO,CALIFORNIA
3242,GLOUCESTER COUNTY,GLOUCESTER,NEW JERSEY
3243,KENT COUNTY,EAST GREENWICH,RHODE ISLAND
3244,WEBSTER COUNTY,WEBSTER,NEBRASKA
3245,WHEELER COUNTY,WHEELER,NEBRASKA
3246,BAKER COUNTY,BAKER,GEORGIA
3247,HILLSBOROUGH COUNTY,MILFORD,NEW HAMPSHIRE
3248,BEAVER COUNTY,BEAVER,UTAH
3249,YORK COUNTY,YORK,NEBRASKA
3250,LEE COUNTY,LEE,ILLINOIS
3251,LEFLORE COUNTY,LEFLORE,MISSISSIPPI
3252,GARRETT COUNTY,GARRETT COUNTY,MARYLAND
3253,BUENA VISTA COUNTY,BUENA VISTA,IOWA
3254,MCLEOD COUNTY,MCLEOD,MINNESOTA
3255,POLK COUNTY,POLK COUNTY,ARKANSAS
3256,MEEKER COUNTY,MEEKER,MINNESOTA
3257,SULLIVAN COUNTY,ACWORTH,NEW HAMPSHIRE
3258,MAHASKA COUNTY,MAHASKA,IOWA
3259,GEARY COUNTY,GEARY,KANSAS
3260,LAGRANGE COUNTY,LAGRANGE,INDIANA
3261,OAKLAND COUNTY,OAKLAND,MICHIGAN
3262,STORY COUNTY,STORY,IOWA
3263,BROWN COUNTY,BROWN,MINNESOTA
3264,GLASCOCK COUNTY,GLASCOCK,GEORGIA
3265,HOUSTON COUNTY,HOUSTON,GEORGIA
3266,MADISON COUNTY,MADISON,GEORGIA
3267,GRANT COUNTY,GRANT,INDIANA
3268,ARKANSAS COUNTY,ARKANSAS COUNTY,ARKANSAS
3269,MIDDLESEX COUNTY,EAST HAMPTON,CONNECTICUT
3270,LINCOLN COUNTY,LINCOLN COUNTY,ARKANSAS
3271,MADISON COUNTY,MADISON COUNTY,ARKANSAS
3272,SCOTT COUNTY,SCOTT COUNTY,ARKANSAS
3273,WINSTON COUNTY,WINSTON,MISSISSIPPI
3274,VERMILLION COUNTY,VERMILLION,INDIANA
3275,GRAY COUNTY,GRAY,KANSAS
3276,KEARNY COUNTY,KEARNY,KANSAS
3277,TISHOMINGO COUNTY,TISHOMINGO,MISSISSIPPI
3278,NORMAN COUNTY,NORMAN,MINNESOTA
3279,WASHINGTON COUNTY,WASHINGTON,UTAH
3280,REPUBLIC COUNTY,REPUBLIC,KANSAS
3281,MORRISON COUNTY,MORRISON,MINNESOTA
3282,WASHINGTON COUNTY,WASHINGTON,MINNESOTA
3283,KOOCHICHING COUNTY,KOOCHICHING,MINNESOTA
3284,BARTOW COUNTY,BARTOW,GEORGIA
3285,CARROLL COUNTY,CARROLL,INDIANA
3286,DALLAS COUNTY,DALLAS,IOWA
3287,WAYNE COUNTY,WAYNE,GEORGIA
3288,POTTAWATOMIE COUNTY,POTTAWATOMIE,KANSAS
3289,CHARLEVOIX COUNTY,CHARLEVOIX,MICHIGAN
3290,WASHINGTON COUNTY,WASHINGTON,KANSAS
3291,KEOKUK COUNTY,KEOKUK,IOWA
3292,SHERIDAN COUNTY,SHERIDAN,KANSAS
3293,WARREN COUNTY,WARREN,INDIANA
3294,CAMDEN COUNTY,CAMDEN,GEORGIA
3295,WHITE COUNTY,WHITE,ILLINOIS
3296,ROCKINGHAM COUNTY,EAST KINGSTON,NEW HAMPSHIRE
3297,ADAMS COUNTY,ADAMS,IOWA
3298,GRAHAM COUNTY,GRAHAM,KANSAS
3299,MECOSTA COUNTY,MECOSTA,MICHIGAN
3300,ESSEX COUNTY,ESSEX,NEW JERSEY
3301,PARKE COUNTY,PARKE,INDIANA
3302,RIPLEY COUNTY,RIPLEY,INDIANA
3303,HARTFORD COUNTY,NEW BRITAIN,CONNECTICUT
3304,ADAMS COUNTY,ADAMS,NORTH DAKOTA
3305,ARENAC COUNTY,ARENAC,MICHIGAN
3306,DESOTO COUNTY,DESOTO,MISSISSIPPI
3307,HILLSDALE COUNTY,HILLSDALE,MICHIGAN
3308,JACKSON COUNTY,JACKSON,GEORGIA
3309,LAUDERDALE COUNTY,LAUDERDALE,MISSISSIPPI
3310,WAPELLO COUNTY,WAPELLO,IOWA
3311,CLOUD COUNTY,CLOUD,KANSAS
3312,DELAWARE COUNTY,DELAWARE,IOWA
3313,LINCOLN COUNTY,LINCOLN,MISSISSIPPI
3314,LOGAN COUNTY,LOGAN,ILLINOIS
3315,FLOYD COUNTY,FLOYD,GEORGIA
3316,NEW LONDON COUNTY,EAST LYME,CONNECTICUT
3317,BIBB COUNTY,BIBB,GEORGIA
3318,WILLIAMSON COUNTY,WILLIAMSON,ILLINOIS
3319,DOUGLAS COUNTY,DOUGLAS,MINNESOTA
3320,ATHENS COUNTY,ATHENS,OHIO
3321,LYON COUNTY,LYON,NEVADA
3322,KENT COUNTY,KENT COUNTY,MARYLAND
3323,TUSCOLA COUNTY,TUSCOLA,MICHIGAN
3324,MARTIN COUNTY,MARTIN,INDIANA
3325,MENARD COUNTY,MENARD,ILLINOIS
3326,BOND COUNTY,BOND,ILLINOIS
3327,MORGAN COUNTY,MORGAN,GEORGIA
3328,OGEMAW COUNTY,OGEMAW,MICHIGAN
3329,MISSOULA COUNTY,MISSOULA,MONTANA
3330,COOS COUNTY,MILLSFIELD,NEW HAMPSHIRE
3331,ST. CLAIR COUNTY,ST. CLAIR,ILLINOIS
3332,NESHOBA COUNTY,NESHOBA,MISSISSIPPI
3333,HUDSON COUNTY,HUDSON,NEW JERSEY
3334,COLES COUNTY,COLES,ILLINOIS
3335,CHICKASAW COUNTY,CHICKASAW,MISSISSIPPI
3336,CATTARAUGUS COUNTY,CATTARAUGUS,NEW YORK
3337,STONE COUNTY,STONE COUNTY,ARKANSAS
3339,GREENE COUNTY,GREENE,IOWA
3340,PROVIDENCE COUNTY,EAST PROVIDENCE,RHODE ISLAND
3341,CLARKE COUNTY,CLARKE,MISSISSIPPI
3342,MORTON COUNTY,MORTON,KANSAS
3343,FAIRFIELD COUNTY,RIDGEFIELD,CONNECTICUT
3344,RANDOLPH COUNTY,RANDOLPH COUNTY,ARKANSAS
3345,HODGEMAN COUNTY,HODGEMAN,KANSAS
3346,OKTIBBEHA COUNTY,OKTIBBEHA,MISSISSIPPI
3347,SHARP COUNTY,SHARP COUNTY,ARKANSAS
3348,IOSCO COUNTY,IOSCO,MICHIGAN
3349,WINDHAM COUNTY,THOMPSON,CONNECTICUT
3350,STARK COUNTY,STARK,ILLINOIS
3351,UNION COUNTY,UNION,MISSISSIPPI
3352,MARSHALL COUNTY,MARSHALL,KANSAS
3353,TROUP COUNTY,TROUP,GEORGIA
3354,DOUGLAS COUNTY,DOUGLAS,KANSAS
3355,RICE COUNTY,RICE,KANSAS
3356,CHOCTAW COUNTY,CHOCTAW,MISSISSIPPI
3357,MERCER COUNTY,MERCER,NEW JERSEY
3358,CLAY COUNTY,CLAY,MISSISSIPPI
3359,BURLINGTON COUNTY,BURLINGTON,NEW JERSEY
3360,FRANKLIN COUNTY,FRANKLIN,ILLINOIS
3361,WINDHAM COUNTY,EASTFORD,CONNECTICUT
3362,GRAFTON COUNTY,EASTON,NEW HAMPSHIRE
3363,TALBOT COUNTY,TALBOT COUNTY,MARYLAND
3364,LEAVENWORTH COUNTY,LEAVENWORTH,KANSAS
3365,IONIA COUNTY,IONIA,MICHIGAN
3366,TILLAMOOK COUNTY,TILLAMOOK,OREGON
3367,NEW HAVEN COUNTY,NEW HAVEN,CONNECTICUT
3368,CARROLL COUNTY,EATON,NEW HAMPSHIRE
3369,EATON COUNTY,EATON,MICHIGAN
3370,LOUDON COUNTY,LOUDON,TENNESSEE
3371,STEUBEN COUNTY,STEUBEN,NEW YORK
3372,WABASHA COUNTY,WABASHA,MINNESOTA
3373,LINCOLN COUNTY,LINCOLN,MISSOURI
3374,GALLIA COUNTY,GALLIA,OHIO
3375,ISSAQUENA COUNTY,ISSAQUENA,MISSISSIPPI
3376,LAMAR COUNTY,LAMAR,GEORGIA
3377,SARGENT COUNTY,SARGENT,NORTH DAKOTA
3378,ASHLEY COUNTY,ASHLEY COUNTY,ARKANSAS
3379,ANTRIM COUNTY,ANTRIM,MICHIGAN
3380,STRAFFORD COUNTY,MILTON,NEW HAMPSHIRE
3381,CALHOUN COUNTY,CALHOUN,MICHIGAN
3382,WAYNE COUNTY,WAYNE,MICHIGAN
3383,EMANUEL COUNTY,EMANUEL,GEORGIA
3384,PONTOTOC COUNTY,PONTOTOC,MISSISSIPPI
3385,WYANDOTTE COUNTY,WYANDOTTE,KANSAS
3386,SHERIDAN COUNTY,SHERIDAN,WYOMING
3387,WATONWAN COUNTY,WATONWAN,MINNESOTA
3389,FRANKLIN COUNTY,FRANKLIN,MISSISSIPPI
3390,POPE COUNTY,POPE,ILLINOIS
3391,CARROLL COUNTY,CARROLL,IOWA
3392,MISSAUKEE COUNTY,MISSAUKEE,MICHIGAN
3393,PIPESTONE COUNTY,PIPESTONE,MINNESOTA
3394,BENTON COUNTY,BENTON,IOWA
3395,MARSHALL COUNTY,MARSHALL,IOWA
3396,CLINTON COUNTY,CLINTON,IOWA
3397,LICKING COUNTY,LICKING,OHIO
3398,WINNEBAGO COUNTY,WINNEBAGO,IOWA
3399,KALAMAZOO COUNTY,KALAMAZOO,MICHIGAN
3400,HENNEPIN COUNTY,HENNEPIN,MINNESOTA
3401,HUBBARD COUNTY,HUBBARD,MINNESOTA
3402,CHENANGO COUNTY,CHENANGO,NEW YORK
3403,COOK COUNTY,COOK,MINNESOTA
3404,LINCOLN COUNTY,LINCOLN,WYOMING
3405,ALLEGANY COUNTY,ALLEGANY,NEW YORK
3406,MCDONOUGH COUNTY,MCDONOUGH,ILLINOIS
3407,NESS COUNTY,NESS,KANSAS
3408,MASON COUNTY,MASON,MICHIGAN
3409,SUMTER COUNTY,SUMTER,GEORGIA
3410,SMITH COUNTY,SMITH,MISSISSIPPI
3411,EMMET COUNTY,EMMET,IOWA
3412,LAC QUI PARLE COUNTY,LAC QUI PARLE,MINNESOTA
3413,PROVIDENCE COUNTY,SCITUATE,RHODE ISLAND
3415,HENRY COUNTY,HENRY,ILLINOIS
3416,EDGAR COUNTY,EDGAR,ILLINOIS
3418,COCKE COUNTY,COCKE,TENNESSEE
3419,MONTGOMERY COUNTY,MONTGOMERY,GEORGIA
3420,WASHINGTON COUNTY,WASHINGTON,IOWA
3421,CORTLAND COUNTY,CORTLAND,NEW YORK
3422,MONTGOMERY COUNTY,MONTGOMERY,INDIANA
3423,ADAMS COUNTY,ADAMS,OHIO
3424,LINN COUNTY,LINN,KANSAS
3425,JOHNSON COUNTY,JOHNSON,IOWA
3426,FLOYD COUNTY,FLOYD,IOWA
3427,HARTFORD COUNTY,BRISTOL,CONNECTICUT
